MasterThesis/Adrian Mularczyk - Praca magisterska.pdf;59;2
MasterThesis/Adrian Mularczyk - Praca magisterska.tex;59;2
MasterThesis/Adrian Mularczyk - Praca magisterska.synctex.gz;57;2
NiquIoC.Test/NiquIoC.Test.csproj;45;3
NiquIoC/Container.cs;43;3
PerformanceCalculator/PerformanceCalculator.csproj;32;2
NiquIoC/NiquIoC.csproj;29;3
PerformanceCalculatorRunner/Program.cs;25;2
PerformanceCalculator.Tests/PerformanceCalculator.Tests.csproj;23;2
PerformanceCalculator.Tests/Containers/TestsLightInject/TestCaseBTests.cs;21;2
PerformanceCalculator/Containers/TestsLightInject/LightInjectPerformanceTest.cs;21;2
PerformanceCalculator.Tests/Containers/TestsLightInject/TestCaseCTests.cs;20;2
PerformanceCalculator/Containers/TestsAutofac/AutofacPerformanceTest.cs;19;2
PerformanceTests/PerformanceTests.csproj;19;2
PerformanceCalculator.Tests/Containers/TestsDryIoc/TestCaseBTests.cs;18;2
PerformanceCalculator.Tests/Containers/TestsSimpleInjector/TestCaseBTests.cs;18;2
PerformanceCalculator.Tests/Containers/TestsStructureMap/TestCaseBTests.cs;18;2
PerformanceCalculator.Tests/Containers/TestsWindsor/TestCaseBTests.cs;18;2
PerformanceCalculator/Containers/TestsWindsor/WindsorPerformanceTest.cs;18;2
PerformanceCalculator.Tests/Containers/TestsAutofac/TestCaseBTests.cs;17;2
PerformanceCalculator.Tests/Containers/TestsSimpleInjector/TestCaseCTests.cs;17;2
PerformanceCalculator.Tests/Containers/TestsStructureMap/TestCaseCTests.cs;17;2
PerformanceCalculator.Tests/Containers/TestsUnity/TestCaseBTests.cs;17;2
PerformanceCalculator.Tests/Containers/TestsWindsor/TestCaseCTests.cs;17;2
PerformanceCalculator/Program.cs;17;2
PerformanceCalculatorRunner/Helpers/PerformanceTestCasesCreaterHelper.cs;17;2
PerformanceTests.sln;17;2
PerformanceCalculator.Tests/Containers/TestsAutofac/TestCaseATests.cs;16;2
PerformanceCalculator.Tests/Containers/TestsAutofac/TestCaseCTests.cs;16;2
PerformanceCalculator.Tests/Containers/TestsDryIoc/TestCaseATests.cs;16;2
PerformanceCalculator.Tests/Containers/TestsDryIoc/TestCaseCTests.cs;16;2
PerformanceCalculator.Tests/Containers/TestsLightInject/TestCaseATests.cs;16;2
PerformanceCalculator.Tests/Containers/TestsSimpleInjector/TestCaseATests.cs;16;2
PerformanceCalculator.Tests/Containers/TestsUnity/TestCaseCTests.cs;16;2
PerformanceCalculator/Containers/TestsDryIoc/DryIocPerformanceTest.cs;16;2
PerformanceCalculator/Containers/TestsNinject/NinjectPerformanceTest.cs;16;2
PerformanceCalculator/Containers/TestsSimpleInjector/SimpleInjectorPerformanceTest.cs;16;2
PerformanceCalculator.Tests/Containers/TestsGrace/TestCaseBTests.cs;15;2
PerformanceCalculator.Tests/Containers/TestsStructureMap/TestCaseATests.cs;15;2
PerformanceCalculator.Tests/Containers/TestsUnity/TestCaseATests.cs;15;2
PerformanceCalculator.Tests/Containers/TestsWindsor/TestCaseATests.cs;15;2
PerformanceCalculatorRunner/PerformanceCalculatorRunner.csproj;15;2
NiquIoC/Helpers/EmitHelper.cs;15;1
